 Vol  , Cur  ,  X1  ,  Y1  ,  Z1  ,  X2  ,  Y2  ,  Z2  ,  X3  ,  Y3  ,  Z3  ,  X4  ,  Y4  ,  Z4  
5.0702,0.0000,-0.3125,0.9766,-0.0781,0.4297,0.8984,0.0391,0.0781,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9766,-0.0391,0.4297,0.8984,0.0391,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9766,-0.0391,0.4297,0.8984,0.0781,0.0781,0.8984,-0.1562,-0.0391,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
5.0157,0.0000,-0.3516,0.9766,-0.0391,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.4688
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3125,0.9766,-0.0391,0.4297,0.8984,0.0781,0.0781,0.8984,-0.1562,-0.0781,0.8984,-0.4297
4.9612,0.0000,-0.3516,0.9766,-0.0391,0.3906,0.8984,0.0391,0.0391,0.8594,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3125,0.9766,-0.0781,0.4297,0.8984,0.0391,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.4688
5.0157,0.0000,-0.3125,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.4688
4.9612,0.0000,-0.3516,0.9766,-0.0781,0.4297,0.9375,0.1172,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9067,0.0000,-0.3516,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.4688
5.0157,0.0000,-0.3125,0.9766,-0.0391,0.4297,0.9375,0.1172,0.0781,0.9375,-0.1562,-0.0781,0.8984,-0.4297
4.9067,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0391,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.4688
5.0157,0.0000,-0.3516,0.9766,-0.0391,0.4297,0.9375,0.0781,0.0781,0.9375,-0.1562,-0.0781,0.8984,-0.4688
4.9067,0.0000,-0.3125,0.9375,-0.0781,0.4297,0.8984,0.0391,0.0391,0.8984,-0.1953,-0.0781,0.8984,-0.4688
5.0157,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0391,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.9766,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.4688
5.0157,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9067,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0391,0.8984,-0.4688
5.0157,0.0000,-0.3125,0.9766,-0.0391,0.4297,0.8984,0.0781,0.0781,0.8984,-0.1562,-0.0391,0.8984,-0.4688
4.9067,0.0000,-0.3125,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.1172,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9067,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
5.0157,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8984,-0.4688
4.9612,0.0000,-0.3516,0.9766,-0.0391,0.4297,0.9375,0.0781,0.0781,0.8984,-0.1562,-0.0781,0.8984,-0.4688
4.7976,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8594,0.0391,0.0391,0.8594,-0.1953,-0.1172,0.8594,-0.5078
5.1247,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.4688
4.9612,0.0000,-0.3516,0.9375,-0.0781,0.4297,0.8984,0.0391,0.0391,0.8984,-0.1953,-0.0781,0.8594,-0.5078
5.0157,0.0000,-0.3516,0.9766,-0.0781,0.4297,0.8984,0.0781,0.0391,0.8984,-0.1562,-0.0781,0.8594,-0.4688
