 Vol  , Cur  ,  X1  ,  Y1  ,  Z1  ,  X2  ,  Y2  ,  Z2  ,  X3  ,  Y3  ,  Z3  ,  X4  ,  Y4  ,  Z4  
4.9612,0.5279,-0.2734,0.9766,0.1172,0.4297,0.8984,0.1172,0.0000,0.9375,-0.1562,-0.0391,0.8594,-0.5078
5.0702,0.5816,-0.3125,0.8984,0.0781,0.3516,0.7813,0.0391,-0.0781,0.7813,-0.2734,-0.1172,0.7422,-0.5859
5.0702,0.5816,-0.3125,0.8594,0.0000,0.2734,0.7422,0.0000,-0.1172,0.8203,-0.2344,-0.1172,0.7422,-0.5859
4.9067,0.7429,-0.1562,1.0547,0.1953,0.4297,0.8984,0.1562,0.0000,0.8203,-0.2344,-0.1172,0.7031,-0.6250
5.0157,0.5670,-0.3516,0.8203,-0.0391,0.2734,0.7422,0.0000,-0.1172,0.7813,-0.2734,-0.1172,0.7422,-0.5859
4.9612,0.5816,-0.3125,0.8594,0.0000,0.2734,0.7422,0.0000,-0.1172,0.7813,-0.2344,-0.1172,0.7422,-0.5859
5.0702,0.5816,-0.3125,0.8594,0.0391,0.2734,0.7813,0.0391,-0.1172,0.7813,-0.1562,-0.0391,0.7813,-0.5859
4.9612,0.5767,-0.3125,0.8594,0.0000,0.2734,0.7813,0.0000,-0.1172,0.7813,-0.2344,-0.1172,0.7422,-0.5859
4.9612,0.6598,-0.1562,1.0937,0.2344,0.5078,1.0547,0.1953,0.0391,0.8594,-0.1953,-0.0781,0.7422,-0.5859
4.9067,0.6305,-0.1562,1.0937,0.1953,0.5078,1.0547,0.1953,0.0391,0.8984,-0.1562,-0.0781,0.7813,-0.5859
4.7976,0.6940,-0.1953,1.1719,0.2344,0.5078,0.9766,0.1953,0.0391,1.0156,-0.0781,0.0391,0.9375,-0.4688
4.8521,0.6647,-0.2344,1.0547,0.1172,0.3906,0.8203,0.0391,-0.1172,0.7813,-0.2734,-0.1562,0.7422,-0.5078
4.9067,0.6305,-0.1953,1.0937,0.1562,0.4688,0.9766,0.1562,0.0000,0.8594,-0.1953,-0.0391,0.8203,-0.5469
4.9067,0.6696,-0.1562,1.1328,0.1953,0.5469,1.0156,0.1953,0.0000,0.8594,-0.2344,-0.1172,0.7422,-0.5859
4.7976,0.6794,-0.1562,1.2109,0.2734,0.6641,1.1719,0.2734,0.1172,0.9375,-0.1562,-0.0781,0.7813,-0.5859
